[INFO] PMM is correctly set, automatic notation enabled
Current path: /opt/tools/benchmarktools/software
Execution time: 2024-02-19_16_49
Dry run: false
Test: PS8036_BASE
Testname: sysbench
Sub Test: all
Host: 10.30.2.10
Port: 3307
Engine: innodb
Schemaname: windmills_small
Table: mill
TIME: 120
Thread set: 1 2 4 8 16 32 64 128 256 512 1024
Rate set: 
Ignore error set: none
TESTRUN: false
Have PMM notation: true
============= SysBench =============
Rows Small: 10000000
Tables Small: 20
Rows Large: 30000000
Tables Large: 5
Using: small
Tables: 20
Rows:   10000000
MySQL Provider mysqlproducer=Percona Server (GPL) Version: mysqlversion=8.0.36
[OK] Mysql running correctly  
META: mysqlproducer=Percona Server (GPL);mysqlversion=8.0.36;testIdentifyer=PS8036_BASE;dimension=small;actionType=select;runNumber=1;host=10.30.2.10;producer=sysbench;execDate=2024-02-19_16_49;engine=innodb
*****************************************
SUBTEST: select_run_inlist
BLOCK: [START] select_run_inlist Test PS8036_BASE sysbench  (filter: select) 2024-02-19_16_49_20 
META: testIdentifyer=PS8036_BASE;dimension=small;actionType=select;runNumber=1;execCommand=run;subtest=select_run_inlist;execDate=2024-02-19_16_49_20;engine=innodb;mysqlproducer=Percona Server (GPL);mysqlversion=8.0.36
======================================
THREADS=1
RUNNING Test PS8036_BASE sysbench select_run_inlist (filter: select) Thread=1 [START] 2024-02-19_16_49_20 
======================================
Executing: sysbench /opt/tools/sysbench/src/lua/windmills/oltp_inlist_select.lua  --mysql-host=10.30.2.10 --mysql-port=3307 --mysql-user=app_test --mysql-password=test --mysql-db=windmills_small --db-driver=mysql  --skip_trx=on --report-interval=1  --histogram --table_name=mill  --stats_format=csv --db-ps-mode=disable   --rand-type=uniform --random_points=100 --hot_points=false  --tables=20 --table_size=10000000   --time=120  --threads=1 --mysql-ignore-errors=none  --reconnect=0 run 
sysbench 1.1.0-feb8758 (using bundled LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 1
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

1,1,24.86,24.86,24.86,0.00,0.00,51.94,0.00,0.00
2,1,23.03,23.03,23.03,0.00,0.00,53.85,0.00,0.00
3,1,26.99,26.99,26.99,0.00,0.00,45.79,0.00,0.00
4,1,26.01,26.01,26.01,0.00,0.00,42.61,0.00,0.00
5,1,24.99,24.99,24.99,0.00,0.00,41.10,0.00,0.00
6,1,27.00,27.00,27.00,0.00,0.00,39.65,0.00,0.00
7,1,27.00,27.00,27.00,0.00,0.00,39.65,0.00,0.00
8,1,27.00,27.00,27.00,0.00,0.00,39.65,0.00,0.00
9,1,27.00,27.00,27.00,0.00,0.00,38.94,0.00,0.00
10,1,27.00,27.00,27.00,0.00,0.00,39.65,0.00,0.00
11,1,28.02,28.02,28.02,0.00,0.00,38.25,0.00,0.00
12,1,27.99,27.99,27.99,0.00,0.00,38.94,0.00,0.00
13,1,27.00,27.00,27.00,0.00,0.00,38.94,0.00,0.00
14,1,28.99,28.99,28.99,0.00,0.00,37.56,0.00,0.00
15,1,29.00,29.00,29.00,0.00,0.00,36.89,0.00,0.00
16,1,29.00,29.00,29.00,0.00,0.00,36.89,0.00,0.00
17,1,29.01,29.01,29.01,0.00,0.00,36.89,0.00,0.00
18,1,29.00,29.00,29.00,0.00,0.00,36.89,0.00,0.00
19,1,29.01,29.01,29.01,0.00,0.00,36.24,0.00,0.00
20,1,29.99,29.99,29.99,0.00,0.00,36.89,0.00,0.00
21,1,29.00,29.00,29.00,0.00,0.00,36.24,0.00,0.00
22,1,30.01,30.01,30.01,0.00,0.00,36.89,0.00,0.00
23,1,30.00,30.00,30.00,0.00,0.00,36.24,0.00,0.00
24,1,30.99,30.99,30.99,0.00,0.00,36.24,0.00,0.00
25,1,30.00,30.00,30.00,0.00,0.00,36.24,0.00,0.00
26,1,31.00,31.00,31.00,0.00,0.00,37.56,0.00,0.00
27,1,31.01,31.01,31.01,0.00,0.00,34.33,0.00,0.00
28,1,31.00,31.00,31.00,0.00,0.00,34.95,0.00,0.00
29,1,32.00,32.00,32.00,0.00,0.00,33.72,0.00,0.00
30,1,31.03,31.03,31.03,0.00,0.00,34.95,0.00,0.00
31,1,31.97,31.97,31.97,0.00,0.00,34.33,0.00,0.00
32,1,33.00,33.00,33.00,0.00,0.00,33.72,0.00,0.00
33,1,32.00,32.00,32.00,0.00,0.00,33.72,0.00,0.00
34,1,33.00,33.00,33.00,0.00,0.00,32.53,0.00,0.00
35,1,33.00,33.00,33.00,0.00,0.00,33.12,0.00,0.00
36,1,33.00,33.00,33.00,0.00,0.00,32.53,0.00,0.00
37,1,33.01,33.01,33.01,0.00,0.00,33.12,0.00,0.00
38,1,34.00,34.00,34.00,0.00,0.00,32.53,0.00,0.00
39,1,34.00,34.00,34.00,0.00,0.00,31.37,0.00,0.00
40,1,35.00,35.00,35.00,0.00,0.00,32.53,0.00,0.00
41,1,35.00,35.00,35.00,0.00,0.00,31.37,0.00,0.00
42,1,33.00,33.00,33.00,0.00,0.00,33.12,0.00,0.00
43,1,35.01,35.01,35.01,0.00,0.00,31.94,0.00,0.00
44,1,34.99,34.99,34.99,0.00,0.00,30.81,0.00,0.00
45,1,35.00,35.00,35.00,0.00,0.00,30.81,0.00,0.00
46,1,35.00,35.00,35.00,0.00,0.00,30.81,0.00,0.00
47,1,35.03,35.03,35.03,0.00,0.00,30.81,0.00,0.00
48,1,35.97,35.97,35.97,0.00,0.00,30.81,0.00,0.00
49,1,35.01,35.01,35.01,0.00,0.00,30.81,0.00,0.00
50,1,36.00,36.00,36.00,0.00,0.00,30.26,0.00,0.00
51,1,38.98,38.98,38.98,0.00,0.00,30.26,0.00,0.00
52,1,36.00,36.00,36.00,0.00,0.00,29.72,0.00,0.00
53,1,37.00,37.00,37.00,0.00,0.00,29.72,0.00,0.00
54,1,36.00,36.00,36.00,0.00,0.00,29.72,0.00,0.00
55,1,39.00,39.00,39.00,0.00,0.00,29.19,0.00,0.00
56,1,39.00,39.00,39.00,0.00,0.00,29.19,0.00,0.00
57,1,37.00,37.00,37.00,0.00,0.00,28.67,0.00,0.00
58,1,38.00,38.00,38.00,0.00,0.00,28.67,0.00,0.00
59,1,38.00,38.00,38.00,0.00,0.00,29.19,0.00,0.00
60,1,39.00,39.00,39.00,0.00,0.00,28.16,0.00,0.00
61,1,39.00,39.00,39.00,0.00,0.00,28.67,0.00,0.00
62,1,39.00,39.00,39.00,0.00,0.00,28.16,0.00,0.00
63,1,39.00,39.00,39.00,0.00,0.00,28.67,0.00,0.00
64,1,40.00,40.00,40.00,0.00,0.00,27.66,0.00,0.00
65,1,41.00,41.00,41.00,0.00,0.00,26.68,0.00,0.00
66,1,45.00,45.00,45.00,0.00,0.00,26.20,0.00,0.00
67,1,40.00,40.00,40.00,0.00,0.00,28.16,0.00,0.00
68,1,39.00,39.00,39.00,0.00,0.00,29.19,0.00,0.00
69,1,42.00,42.00,42.00,0.00,0.00,26.68,0.00,0.00
70,1,42.00,42.00,42.00,0.00,0.00,26.20,0.00,0.00
71,1,46.00,46.00,46.00,0.00,0.00,27.66,0.00,0.00
72,1,44.00,44.00,44.00,0.00,0.00,27.17,0.00,0.00
73,1,41.00,41.00,41.00,0.00,0.00,27.17,0.00,0.00
74,1,42.00,42.00,42.00,0.00,0.00,26.68,0.00,0.00
75,1,43.00,43.00,43.00,0.00,0.00,26.20,0.00,0.00
76,1,43.00,43.00,43.00,0.00,0.00,27.66,0.00,0.00
77,1,42.00,42.00,42.00,0.00,0.00,25.74,0.00,0.00
78,1,42.00,42.00,42.00,0.00,0.00,25.28,0.00,0.00
79,1,42.02,42.02,42.02,0.00,0.00,26.68,0.00,0.00
80,1,42.98,42.98,42.98,0.00,0.00,26.20,0.00,0.00
81,1,44.05,44.05,44.05,0.00,0.00,24.83,0.00,0.00
82,1,42.96,42.96,42.96,0.00,0.00,25.28,0.00,0.00
83,1,44.00,44.00,44.00,0.00,0.00,25.28,0.00,0.00
84,1,45.00,45.00,45.00,0.00,0.00,25.74,0.00,0.00
85,1,44.00,44.00,44.00,0.00,0.00,24.83,0.00,0.00
86,1,46.00,46.00,46.00,0.00,0.00,23.95,0.00,0.00
87,1,44.00,44.00,44.00,0.00,0.00,25.74,0.00,0.00
88,1,45.00,45.00,45.00,0.00,0.00,24.83,0.00,0.00
89,1,46.00,46.00,46.00,0.00,0.00,23.95,0.00,0.00
90,1,45.00,45.00,45.00,0.00,0.00,24.38,0.00,0.00
91,1,48.06,48.06,48.06,0.00,0.00,23.95,0.00,0.00
92,1,45.94,45.94,45.94,0.00,0.00,24.38,0.00,0.00
93,1,47.02,47.02,47.02,0.00,0.00,24.38,0.00,0.00
94,1,46.99,46.99,46.99,0.00,0.00,23.95,0.00,0.00
95,1,45.99,45.99,45.99,0.00,0.00,23.95,0.00,0.00
96,1,48.00,48.00,48.00,0.00,0.00,23.95,0.00,0.00
97,1,46.00,46.00,46.00,0.00,0.00,23.95,0.00,0.00
98,1,46.00,46.00,46.00,0.00,0.00,24.83,0.00,0.00
99,1,48.00,48.00,48.00,0.00,0.00,23.10,0.00,0.00
100,1,47.00,47.00,47.00,0.00,0.00,23.52,0.00,0.00
101,1,48.01,48.01,48.01,0.00,0.00,23.10,0.00,0.00
102,1,47.99,47.99,47.99,0.00,0.00,23.10,0.00,0.00
103,1,48.00,48.00,48.00,0.00,0.00,22.69,0.00,0.00
104,1,48.00,48.00,48.00,0.00,0.00,23.95,0.00,0.00
105,1,48.00,48.00,48.00,0.00,0.00,23.10,0.00,0.00
106,1,49.00,49.00,49.00,0.00,0.00,23.95,0.00,0.00
